production_id,date,machine_id,product_id,quantity_produced
406,2025-01-12,M08,P05,728
407,2025-01-01,M07,P05,756
408,2025-03-27,M03,P03,749
409,2025-02-03,M01,P03,323
410,2025-06-13,M01,P05,559
411,2025-03-09,M12,P04,263
412,2025-02-11,M11,P03,301
413,2025-04-24,M03,P06,760
414,2025-05-22,M06,P06,476
415,2025-06-30,M07,P04,426
416,2025-04-20,M06,P05,222
417,2025-05-24,M14,P03,263
418,2025-01-03,M14,P02,356
419,2025-01-29,M06,P05,589
420,2025-01-20,M06,P03,348
421,2025-06-26,M13,P04,562
422,2025-02-08,M03,P06,663
423,2025-05-20,M06,P08,598
424,2025-01-10,M08,P04,604
425,2025-04-05,M11,P08,331
426,2025-05-30,M11,P03,396
427,2025-05-22,M02,P04,234
428,2025-02-07,M05,P03,619
429,2025-04-21,M14,P03,576
430,2025-02-02,M01,P08,598
431,2025-01-11,M12,P04,419
432,2025-03-20,M15,P01,716
433,2025-04-04,M01,P02,782
434,2025-01-11,M05,P05,541
435,2025-04-02,M12,P06,615
436,2025-02-23,M13,P02,655
437,2025-06-24,M03,P05,496
438,2025-03-05,M04,P05,530
439,2025-06-20,M03,P06,538
440,2025-01-27,M01,P02,497
441,2025-04-01,M01,P06,511
442,2025-05-24,M12,P03,782
443,2025-04-15,M12,P06,254
444,2025-06-08,M14,P08,733
445,2025-02-09,M13,P08,304
446,2025-03-02,M14,P04,374
447,2025-02-11,M05,P01,493
448,2025-02-15,M06,P01,750
449,2025-04-16,M03,P01,574
450,2025-01-07,M12,P02,649
451,2025-02-15,M09,P08,644
452,2025-03-27,M05,P02,259
453,2025-04-16,M08,P03,591
454,2025-06-21,M13,P07,589
455,2025-03-05,M01,P01,411
456,2025-03-10,M14,P03,734
457,2025-02-10,M05,P08,439
458,2025-06-29,M15,P07,687
459,2025-01-28,M03,P01,321
460,2025-04-08,M12,P02,452
461,2025-01-10,M01,P07,340
462,2025-05-01,M04,P04,651
463,2025-02-26,M15,P04,352
464,2025-02-21,M13,P04,507
465,2025-04-28,M05,P06,759
466,2025-03-31,M07,P04,516
467,2025-03-20,M01,P05,728
468,2025-02-28,M03,P01,495
469,2025-02-27,M02,P04,544
470,2025-01-07,M09,P07,780
471,2025-06-18,M10,P08,796
472,2025-02-19,M15,P05,481
473,2025-04-13,M06,P05,407
474,2025-03-26,M10,P05,751
475,2025-03-13,M03,P03,295
476,2025-01-18,M08,P07,651
477,2025-03-13,M14,P03,572
478,2025-03-31,M08,P05,272
479,2025-06-14,M02,P06,532
480,2025-05-11,M15,P04,592
481,2025-04-13,M06,P08,305
482,2025-06-23,M07,P01,300
483,2025-05-18,M02,P07,558
484,2025-03-26,M15,P06,528
485,2025-01-08,M11,P02,594
486,2025-01-30,M10,P03,234
487,2025-03-08,M02,P04,356
488,2025-02-15,M10,P04,472
489,2025-05-29,M01,P02,595
490,2025-03-09,M08,P02,406
491,2025-01-10,M01,P07,505
492,2025-01-28,M09,P04,735
493,2025-06-02,M11,P02,661
494,2025-04-22,M06,P04,451
495,2025-03-30,M07,P06,466
496,2025-03-22,M13,P07,408
497,2025-04-22,M10,P08,766
498,2025-06-05,M07,P02,738
499,2025-05-11,M10,P06,702
500,2025-01-30,M03,P06,713
501,2025-04-09,M02,P02,779
502,2025-05-28,M09,P07,347
503,2025-02-18,M08,P04,282
504,2025-03-07,M13,P08,241
505,2025-01-12,M12,P05,355
506,2025-04-22,M10,P04,652
507,2025-01-01,M07,P01,483
508,2025-05-14,M09,P02,387
509,2025-05-18,M04,P03,673
510,2025-06-25,M13,P07,706
511,2025-06-21,M04,P02,332
512,2025-02-20,M01,P01,470
513,2025-04-04,M08,P06,272
514,2025-04-21,M14,P03,635
515,2025-01-18,M14,P03,492
516,2025-06-20,M12,P04,636
517,2025-03-26,M03,P05,259
518,2025-06-09,M07,P04,797
519,2025-03-22,M15,P07,526
520,2025-06-19,M12,P03,381
521,2025-02-01,M02,P08,633
522,2025-03-18,M02,P08,718
523,2025-05-10,M07,P03,282
524,2025-03-21,M15,P08,227
525,2025-06-20,M06,P08,465
526,2025-04-15,M03,P05,482
527,2025-03-25,M09,P07,596
528,2025-04-14,M10,P02,582
529,2025-06-28,M15,P05,780
530,2025-03-17,M14,P06,518
531,2025-05-22,M13,P04,392
532,2025-02-02,M06,P08,426
533,2025-02-19,M10,P02,650
534,2025-04-18,M10,P04,381
535,2025-06-20,M06,P08,526
536,2025-04-08,M01,P05,402
537,2025-06-23,M04,P02,601
538,2025-02-14,M10,P05,671
539,2025-06-07,M06,P06,378
540,2025-05-26,M15,P01,217
541,2025-03-19,M06,P03,662
542,2025-04-14,M11,P07,745
543,2025-05-21,M12,P02,602
544,2025-01-01,M05,P03,592
545,2025-03-19,M01,P01,499
546,2025-03-15,M08,P02,550
547,2025-02-23,M05,P03,386
548,2025-04-21,M12,P03,546
549,2025-05-29,M12,P02,608
550,2025-06-05,M12,P03,270
551,2025-06-17,M05,P03,526
552,2025-03-24,M07,P02,411
553,2025-04-30,M04,P07,508
554,2025-04-24,M06,P03,307
555,2025-04-24,M13,P03,376
556,2025-06-22,M04,P07,626
557,2025-02-24,M14,P04,730
558,2025-05-11,M15,P06,617
559,2025-05-02,M03,P04,447
560,2025-02-13,M07,P08,408
561,2025-06-18,M08,P01,415
562,2025-01-22,M04,P04,637
563,2025-03-14,M13,P04,510
564,2025-05-12,M02,P01,582
565,2025-06-19,M12,P03,470
566,2025-06-12,M10,P03,320
567,2025-06-08,M14,P04,606
568,2025-03-27,M03,P01,444
569,2025-01-24,M01,P03,265
570,2025-03-02,M08,P05,427
571,2025-06-22,M15,P02,336
572,2025-03-21,M03,P02,393
573,2025-02-27,M12,P06,688
574,2025-02-20,M10,P02,783
575,2025-02-07,M07,P04,553
576,2025-01-07,M10,P02,755
577,2025-01-12,M05,P02,356
578,2025-03-04,M10,P05,675
579,2025-05-02,M05,P03,215
580,2025-06-06,M14,P05,277
581,2025-01-19,M07,P04,251
582,2025-04-27,M15,P02,713
583,2025-04-17,M09,P07,703
584,2025-06-11,M12,P03,260
585,2025-05-28,M05,P06,331
586,2025-02-19,M01,P06,581
587,2025-06-28,M10,P08,763
588,2025-04-09,M10,P08,742
589,2025-05-07,M01,P02,609
590,2025-04-13,M15,P02,354
591,2025-03-04,M02,P06,250
592,2025-02-07,M14,P06,294
593,2025-06-17,M06,P07,722
594,2025-06-26,M09,P04,723
595,2025-01-02,M08,P02,554
596,2025-01-28,M13,P06,244
597,2025-04-19,M05,P07,404
598,2025-02-26,M01,P01,630
599,2025-02-15,M13,P06,455
600,2025-06-28,M07,P03,447
601,2025-05-13,M15,P03,732
602,2025-04-29,M05,P01,240
603,2025-01-13,M06,P08,658
604,2025-05-23,M13,P04,476
605,2025-03-05,M07,P08,394
606,2025-02-01,M03,P02,270
607,2025-04-27,M12,P08,469
608,2025-02-04,M10,P02,534
609,2025-04-29,M03,P06,784
610,2025-06-20,M05,P03,507
611,2025-05-16,M06,P04,626
612,2025-05-24,M09,P04,398
613,2025-06-02,M13,P04,275
614,2025-03-23,M14,P06,724
615,2025-04-24,M12,P02,429
616,2025-06-06,M05,P04,284
617,2025-05-10,M15,P06,361
618,2025-04-20,M01,P06,596
619,2025-05-21,M14,P01,570
620,2025-04-25,M14,P05,762
621,2025-02-10,M14,P08,414
622,2025-05-02,M04,P04,200
623,2025-04-26,M05,P05,576
624,2025-03-08,M12,P02,611
625,2025-03-05,M10,P06,399
626,2025-06-13,M10,P07,382
627,2025-03-12,M05,P08,609
628,2025-05-14,M07,P08,597
629,2025-05-05,M04,P04,415
630,2025-06-10,M01,P07,548
631,2025-03-03,M14,P03,779
632,2025-03-12,M14,P02,793
633,2025-04-23,M05,P01,240
634,2025-01-20,M07,P01,202
635,2025-03-15,M10,P05,293
636,2025-03-02,M10,P06,258
637,2025-03-11,M06,P05,606
638,2025-03-27,M05,P03,217
639,2025-03-23,M04,P03,693
640,2025-05-19,M02,P08,707
641,2025-01-21,M04,P01,785
642,2025-02-05,M15,P07,531
643,2025-02-08,M10,P04,368
644,2025-03-01,M10,P01,405
645,2025-04-09,M03,P01,720
646,2025-06-27,M10,P07,704
647,2025-02-09,M01,P08,545
648,2025-06-30,M08,P08,503
649,2025-02-24,M05,P07,314
650,2025-01-17,M13,P03,286
651,2025-04-17,M04,P07,294
652,2025-04-15,M08,P05,627
653,2025-03-26,M07,P03,649
654,2025-05-19,M02,P07,740
655,2025-04-30,M01,P06,201
656,2025-04-17,M12,P03,277
657,2025-01-16,M11,P03,523
658,2025-02-22,M04,P01,297
659,2025-04-18,M08,P04,309
660,2025-04-10,M12,P01,656
661,2025-05-30,M02,P02,687
662,2025-06-28,M03,P03,570
663,2025-01-06,M12,P07,536
664,2025-05-28,M01,P07,798
665,2025-04-08,M01,P07,221
666,2025-05-03,M13,P03,504
667,2025-01-02,M03,P07,471
668,2025-04-01,M11,P02,689
669,2025-03-18,M05,P03,645
670,2025-04-10,M12,P07,477
671,2025-04-18,M03,P03,576
672,2025-05-18,M01,P06,431
673,2025-05-20,M01,P03,791
674,2025-06-04,M08,P02,625
675,2025-02-26,M10,P01,254
676,2025-05-05,M11,P03,640
677,2025-02-26,M12,P04,233
678,2025-03-11,M13,P02,528
679,2025-04-22,M13,P05,653
680,2025-05-05,M12,P06,587
681,2025-01-08,M15,P02,629
682,2025-04-10,M14,P01,675
683,2025-03-28,M02,P07,324
684,2025-06-21,M13,P07,722
685,2025-06-23,M03,P02,681
686,2025-04-14,M02,P05,516
687,2025-02-12,M03,P07,321
688,2025-04-30,M07,P06,746
689,2025-02-02,M01,P04,780
690,2025-06-09,M10,P05,512
691,2025-05-17,M08,P08,686
692,2025-01-07,M13,P08,211
693,2025-04-11,M10,P02,324
694,2025-06-01,M10,P05,276
695,2025-05-25,M10,P07,779
696,2025-06-19,M14,P07,435
697,2025-01-07,M02,P02,770
698,2025-01-22,M03,P07,453
699,2025-06-14,M09,P07,605
700,2025-04-20,M07,P04,442
701,2025-02-04,M04,P04,660
702,2025-04-29,M10,P01,476
703,2025-02-16,M05,P04,668
704,2025-01-13,M02,P03,419
705,2025-03-08,M13,P05,424
706,2025-04-08,M11,P05,300
707,2025-03-25,M13,P02,706
708,2025-02-24,M08,P04,786
709,2025-04-27,M04,P01,530
710,2025-03-25,M09,P07,436
711,2025-03-28,M05,P01,538
712,2025-04-08,M13,P01,705
713,2025-03-13,M09,P06,364
714,2025-04-18,M04,P07,417
715,2025-03-06,M10,P03,575
716,2025-01-21,M05,P04,211
717,2025-05-01,M09,P07,631
718,2025-01-05,M08,P01,282
719,2025-05-19,M03,P07,630
720,2025-01-14,M01,P03,677
721,2025-03-31,M03,P05,568
722,2025-02-27,M04,P02,340
723,2025-06-16,M02,P04,655
724,2025-01-18,M01,P04,701
725,2025-06-16,M07,P06,602
726,2025-01-11,M08,P05,487
727,2025-01-08,M07,P04,554
728,2025-03-05,M14,P06,542
729,2025-02-21,M05,P06,348
730,2025-01-06,M12,P06,409
731,2025-06-09,M01,P08,311
732,2025-02-09,M07,P04,735
733,2025-03-03,M13,P04,248
734,2025-02-02,M07,P04,530
735,2025-05-02,M09,P03,564
736,2025-06-21,M03,P06,210
737,2025-01-30,M09,P03,387
738,2025-05-25,M14,P02,708
739,2025-02-25,M01,P04,779
740,2025-04-30,M01,P08,644
741,2025-06-29,M14,P07,289
742,2025-03-07,M04,P05,647
743,2025-04-05,M09,P08,231
744,2025-02-12,M06,P01,526
745,2025-06-05,M13,P02,273
746,2025-06-05,M11,P07,450
747,2025-01-30,M03,P01,649
748,2025-02-11,M01,P01,554
749,2025-03-21,M04,P04,732
750,2025-01-28,M12,P05,495
751,2025-05-29,M13,P01,497
752,2025-01-07,M09,P06,527
753,2025-03-21,M03,P07,501
754,2025-05-28,M12,P08,711
755,2025-06-23,M09,P08,537
756,2025-04-07,M07,P01,784
757,2025-04-12,M12,P02,573
758,2025-02-20,M14,P05,752
759,2025-01-20,M15,P05,293
760,2025-06-01,M04,P08,331
761,2025-06-26,M03,P01,252
762,2025-06-10,M10,P05,695
763,2025-03-04,M15,P02,428
764,2025-01-27,M05,P08,411
765,2025-06-28,M05,P07,703
766,2025-03-19,M03,P02,694
767,2025-06-25,M12,P02,432
768,2025-06-03,M09,P06,270
769,2025-01-31,M04,P04,388
770,2025-05-25,M11,P01,207
771,2025-01-11,M05,P07,531
772,2025-03-30,M04,P08,215
773,2025-05-17,M05,P05,292
774,2025-04-20,M07,P02,461
775,2025-06-19,M09,P08,748
776,2025-04-05,M07,P01,360
777,2025-01-18,M13,P07,550
778,2025-05-10,M05,P07,373
779,2025-06-15,M10,P01,516
780,2025-03-29,M10,P04,217
781,2025-01-04,M07,P06,685
782,2025-04-18,M14,P05,566
783,2025-05-06,M15,P06,550
784,2025-01-28,M10,P07,727
785,2025-04-21,M05,P05,634
786,2025-04-03,M03,P07,469
787,2025-06-12,M07,P02,267
788,2025-04-28,M13,P02,229
789,2025-02-09,M11,P01,515
790,2025-04-22,M11,P05,363
791,2025-02-15,M02,P05,519
792,2025-05-14,M15,P07,213
793,2025-06-16,M12,P06,478
794,2025-03-11,M09,P02,631
795,2025-06-07,M10,P03,462
796,2025-05-18,M10,P01,721
797,2025-05-04,M12,P08,371
798,2025-04-30,M01,P05,557
799,2025-04-22,M13,P04,212
800,2025-06-01,M06,P04,431
801,2025-03-10,M07,P03,675
802,2025-03-24,M14,P02,670
803,2025-03-04,M13,P02,359
804,2025-01-23,M08,P02,759
805,2025-03-13,M10,P06,460
806,2025-04-26,M09,P07,772
807,2025-03-04,M02,P04,558
808,2025-04-29,M11,P02,454
809,2025-05-26,M10,P04,714
810,2025-06-06,M02,P03,479
811,2025-06-21,M05,P01,316
812,2025-04-08,M13,P07,361
813,2025-03-28,M05,P06,497
814,2025-01-08,M06,P05,496
815,2025-05-07,M03,P03,793
816,2025-03-25,M08,P07,557
817,2025-02-16,M13,P04,717
818,2025-05-05,M01,P03,577
819,2025-02-24,M06,P05,625
820,2025-04-01,M04,P07,736
